日期,渠道,区域,品类,用户层级,访问量,订单数,收入,退款订单数,退款金额,营销成本
2024-12-05,内容种草,华南,服饰,新客,109,4,1011.3,1,238.19,116.53
2024-02-27,内容种草,华东,家居,沉睡唤醒,69,3,1025.69,0,0.0,73.05
2024-06-10,付费广告,华东,办公,高价值客,99,4,1531.01,0,0.0,271.77
2025-06-19,内容种草,华东,服饰,活跃客,105,7,2622.84,2,693.71,107.71
2025-06-11,自然搜索,华东,服饰,新客,82,2,496.8,0,0.0,32.35
2024-02-06,转介绍,西南,家居,高价值客,32,2,1109.13,0,0.0,18.42
2024-04-04,转介绍,华北,家居,活跃客,41,3,1346.08,1,333.26,23.08
2024-02-09,内容种草,华东,服饰,新客,59,2,525.81,1,208.9,66.04
2024-03-08,付费广告,华南,家居,新客,109,2,637.66,0,0.0,314.23
2024-02-23,转介绍,华东,服饰,活跃客,41,4,1384.31,0,0.0,24.77
2025-04-13,转介绍,华北,办公,活跃客,50,3,920.9,0,0.0,30.78
2024-11-15,自然搜索,华南,服饰,活跃客,104,4,1378.68,0,0.0,45.74
2025-05-01,转介绍,华北,食品,新客,52,5,742.53,0,0.0,31.97
2024-05-28,付费广告,华东,食品,新客,91,2,271.7,0,0.0,253.12
2024-08-22,付费广告,华东,服饰,活跃客,89,5,1715.19,0,0.0,261.3
2024-05-30,付费广告,华北,数码,活跃客,85,6,3499.33,0,0.0,241.98
2024-09-29,付费广告,华东,服饰,活跃客,103,6,1946.29,0,0.0,308.88
2024-10-01,内容种草,华南,家居,活跃客,78,5,2145.06,0,0.0,79.36
2024-06-23,转介绍,华北,食品,高价值客,66,4,666.77,0,0.0,35.73
2024-11-14,转介绍,华东,服饰,高价值客,63,4,1502.56,0,0.0,36.03
2024-04-22,转介绍,华东,服饰,沉睡唤醒,54,3,658.58,0,0.0,31.95
2025-05-21,转介绍,华东,数码,活跃客,53,4,3199.79,0,0.0,31.37
2025-03-28,自然搜索,华南,数码,新客,89,6,3878.19,0,0.0,35.53
2024-04-15,付费广告,华南,家居,新客,100,5,1893.77,0,0.0,288.93
2024-06-21,自然搜索,华东,数码,活跃客,78,7,6246.23,0,0.0,31.63
2025-02-22,自然搜索,西南,办公,新客,90,1,269.73,0,0.0,38.46
2025-04-09,内容种草,华北,办公,活跃客,91,6,1585.24,2,501.54,94.24
2025-06-16,内容种草,华东,食品,活跃客,109,4,623.19,1,123.68,107.66
2024-07-05,付费广告,西南,服饰,新客,105,2,558.97,0,0.0,322.74
2025-06-01,自然搜索,华南,服饰,活跃客,98,3,1065.46,1,352.63,39.41
2025-02-27,付费广告,华东,家居,活跃客,102,5,1938.45,0,0.0,285.76
2025-03-22,自然搜索,西南,数码,高价值客,95,4,3520.29,1,873.44,37.73
2024-06-07,转介绍,华北,办公,新客,54,3,585.38,0,0.0,29.59
2025-05-15,付费广告,华东,服饰,沉睡唤醒,115,3,722.83,0,0.0,424.88
2024-04-11,付费广告,华北,办公,活跃客,70,6,1693.09,0,0.0,184.91
2024-08-09,内容种草,西南,服饰,高价值客,62,4,1593.07,0,0.0,68.76
2025-06-18,自然搜索,华东,办公,新客,113,2,343.48,0,0.0,45.92
2024-01-25,自然搜索,华东,家居,活跃客,71,3,1267.31,0,0.0,28.89
2024-12-18,内容种草,华东,家居,新客,106,7,2747.38,0,0.0,109.8
2024-08-08,内容种草,华北,食品,新客,79,2,261.43,0,0.0,84.44
2024-01-16,付费广告,华东,办公,活跃客,92,7,1982.58,0,0.0,259.75
2024-08-15,付费广告,华东,数码,沉睡唤醒,99,2,1243.8,0,0.0,291.38
2024-09-11,自然搜索,华北,家居,新客,82,4,1470.44,0,0.0,36.63
2025-01-31,付费广告,华北,食品,高价值客,101,6,1281.77,0,0.0,294.21
2025-03-19,付费广告,华南,服饰,沉睡唤醒,103,0,0.0,0,0.0,299.31
2025-06-12,自然搜索,华北,家居,新客,92,5,1420.49,0,0.0,37.11
2024-07-29,付费广告,华南,服饰,活跃客,87,1,319.44,0,0.0,238.7
2025-06-28,付费广告,华东,家居,新客,118,4,1247.12,1,276.83,447.03
2025-03-06,付费广告,华北,服饰,新客,98,3,948.33,0,0.0,283.56
2024-10-25,自然搜索,华北,家居,高价值客,93,5,2656.96,0,0.0,38.89
2024-11-05,付费广告,华东,食品,新客,131,5,688.73,0,0.0,363.95
2025-04-25,内容种草,西南,食品,高价值客,85,7,1351.04,0,0.0,88.3
2024-02-21,付费广告,西南,办公,活跃客,78,1,273.09,0,0.0,225.59
2025-06-22,内容种草,西南,家居,新客,118,2,764.86,0,0.0,114.86
2024-06-26,转介绍,华东,办公,新客,49,3,764.24,0,0.0,27.91
2024-08-17,内容种草,华南,服饰,新客,60,0,0.0,0,0.0,66.75
2024-01-30,自然搜索,华北,家居,沉睡唤醒,69,2,540.33,1,195.53,29.43
2024-01-28,付费广告,西南,数码,活跃客,84,6,3710.37,0,0.0,257.63
2024-08-28,内容种草,华东,办公,活跃客,62,3,743.34,0,0.0,68.08
2025-03-29,转介绍,华东,数码,活跃客,56,4,3046.67,0,0.0,34.69
2024-06-26,内容种草,华东,服饰,新客,61,2,460.49,0,0.0,64.9
2024-01-12,付费广告,华南,家居,新客,90,2,585.55,0,0.0,261.32
2024-03-20,转介绍,华北,办公,活跃客,53,3,922.27,0,0.0,33.17
2024-04-08,内容种草,西南,数码,活跃客,58,2,1587.12,0,0.0,61.2
2025-05-23,内容种草,华北,服饰,新客,109,11,3098.62,3,774.77,110.45
2024-06-20,内容种草,西南,服饰,新客,66,4,912.53,0,0.0,66.69
2025-06-20,付费广告,华东,食品,高价值客,123,2,389.74,0,0.0,499.58
2024-03-15,内容种草,华东,数码,新客,57,1,525.39,0,0.0,55.76
2025-06-30,转介绍,华东,数码,活跃客,57,9,6086.95,0,0.0,32.09
2024-03-23,自然搜索,华东,数码,新客,70,3,2013.85,0,0.0,29.32
2025-05-02,付费广告,西南,服饰,沉睡唤醒,123,1,242.46,0,0.0,516.56
2024-02-28,付费广告,华南,食品,活跃客,91,9,1288.74,0,0.0,260.95
2025-06-02,付费广告,西南,办公,新客,104,3,667.65,0,0.0,396.97
2024-02-22,付费广告,华北,数码,新客,89,4,2920.04,0,0.0,270.83
2025-05-11,内容种草,华南,食品,活跃客,101,7,1317.47,0,0.0,113.27
2024-10-04,自然搜索,华东,家居,活跃客,76,4,1515.59,0,0.0,33.76
2024-04-25,转介绍,华东,数码,新客,47,1,493.33,0,0.0,25.53
2025-05-04,付费广告,华南,办公,活跃客,96,1,238.43,0,0.0,399.06
2024-09-08,内容种草,华东,服饰,活跃客,78,2,667.63,0,0.0,75.74
2024-09-09,自然搜索,华东,食品,新客,85,3,365.95,0,0.0,35.18
2025-02-15,内容种草,华东,食品,高价值客,84,4,949.03,0,0.0,88.91
2024-05-03,内容种草,华北,食品,活跃客,54,6,846.99,0,0.0,60.94
2025-02-14,付费广告,华北,办公,沉睡唤醒,105,1,183.42,0,0.0,316.56
2025-05-18,付费广告,华东,家居,活跃客,111,2,880.85,1,362.28,406.35
2024-03-03,自然搜索,华东,食品,高价值客,71,8,1563.41,0,0.0,28.19
2025-02-17,内容种草,华东,食品,新客,76,6,791.12,0,0.0,79.96
2024-01-07,自然搜索,华北,家居,新客,51,2,751.86,0,0.0,23.06
2024-08-17,付费广告,华东,办公,活跃客,96,5,1538.03,0,0.0,288.16
2025-03-07,付费广告,西南,家居,活跃客,103,7,2945.26,0,0.0,306.74
2025-06-10,转介绍,西南,食品,沉睡唤醒,47,5,551.67,1,79.85,26.13
2024-03-27,内容种草,西南,服饰,新客,67,2,512.11,0,0.0,71.15
2025-01-30,内容种草,华北,数码,新客,74,0,0.0,0,0.0,81.04
2024-01-29,转介绍,西南,家居,新客,39,2,673.73,0,0.0,22.3
2024-10-04,内容种草,华北,数码,新客,77,3,2111.95,1,540.04,85.1
2024-01-15,自然搜索,华南,食品,活跃客,63,4,520.69,0,0.0,27.17
2024-03-30,转介绍,华东,数码,新客,49,2,881.17,0,0.0,29.12
2024-08-08,转介绍,华南,家居,活跃客,60,7,2864.11,1,316.9,32.41
2025-04-28,自然搜索,西南,食品,高价值客,86,7,1483.93,0,0.0,33.73
2025-05-12,内容种草,华南,家居,高价值客,92,11,6713.42,0,0.0,99.07
2024-07-03,付费广告,华北,数码,新客,104,7,4893.71,0,0.0,307.72
2025-04-26,自然搜索,华北,办公,活跃客,86,3,844.8,0,0.0,38.73
2024-09-19,内容种草,华东,服饰,新客,76,2,464.63,0,0.0,76.38
2024-04-24,内容种草,华东,家居,活跃客,65,4,1449.09,1,337.76,69.88
2025-04-17,自然搜索,华东,服饰,沉睡唤醒,71,1,322.88,0,0.0,30.96
2024-02-10,内容种草,华南,办公,沉睡唤醒,61,1,211.55,0,0.0,59.43
2024-10-18,付费广告,华南,家居,新客,87,3,962.67,0,0.0,240.98
2024-12-14,转介绍,华南,家居,新客,85,5,1765.33,0,0.0,45.63
2025-03-04,自然搜索,华东,服饰,活跃客,101,5,1705.84,3,894.87,43.09
2024-04-10,自然搜索,西南,食品,新客,76,4,515.14,0,0.0,34.41
2024-04-03,内容种草,华南,家居,活跃客,71,5,1597.07,1,314.52,79.58
2024-08-03,付费广告,华南,家居,沉睡唤醒,90,3,943.68,1,286.16,271.5
2025-03-15,付费广告,华东,办公,活跃客,76,3,711.34,0,0.0,227.54
2024-07-12,自然搜索,华北,办公,新客,74,0,0.0,0,0.0,32.46
2025-02-18,内容种草,华东,家居,新客,66,3,1001.68,0,0.0,68.46
2025-04-16,付费广告,华南,数码,活跃客,99,5,3415.3,0,0.0,361.86
2025-03-21,转介绍,华北,数码,新客,58,3,2031.1,0,0.0,32.0
2024-05-01,自然搜索,华北,家居,活跃客,77,4,1856.54,0,0.0,31.38
2024-12-02,内容种草,华南,数码,活跃客,99,6,4559.24,0,0.0,101.06
2025-02-05,内容种草,华北,食品,高价值客,66,5,1141.19,1,180.57,71.53
2024-08-16,自然搜索,华东,食品,新客,89,2,261.03,0,0.0,37.77
2024-03-15,内容种草,华南,食品,活跃客,65,2,274.38,0,0.0,65.32
2024-10-11,付费广告,华东,服饰,高价值客,93,6,3212.01,0,0.0,281.78
2024-12-17,转介绍,华东,家居,活跃客,85,1,364.6,0,0.0,48.77
2024-06-23,付费广告,华东,食品,活跃客,107,5,681.38,0,0.0,301.0
2024-11-28,转介绍,西南,服饰,沉睡唤醒,81,1,237.41,0,0.0,47.33
2025-05-03,内容种草,华北,数码,高价值客,102,8,7524.17,2,1478.74,114.43
2025-02-18,自然搜索,华北,家居,高价值客,88,2,1056.14,0,0.0,34.2
2024-03-09,内容种草,华北,家居,活跃客,72,4,1611.21,0,0.0,76.28
2024-05-09,自然搜索,华东,办公,沉睡唤醒,94,2,483.83,0,0.0,38.44
2025-02-15,自然搜索,华东,数码,活跃客,83,6,4659.21,0,0.0,35.68
2024-07-08,自然搜索,华东,办公,活跃客,89,5,1281.19,0,0.0,38.29
2025-02-15,转介绍,华北,数码,活跃客,54,2,1340.43,0,0.0,29.13
2024-04-26,付费广告,华南,服饰,新客,70,4,1351.61,1,303.34,209.65
2024-06-19,付费广告,华北,服饰,新客,78,3,894.97,1,275.54,210.77
2024-10-31,自然搜索,华南,服饰,新客,81,1,282.36,0,0.0,31.98
2025-06-23,自然搜索,华东,服饰,新客,84,3,676.56,1,166.04,34.29
2024-09-18,转介绍,华北,食品,沉睡唤醒,64,3,360.98,1,115.18,39.83
2024-06-18,自然搜索,华东,食品,高价值客,70,2,435.28,0,0.0,30.03
2025-06-15,自然搜索,华北,家居,新客,107,6,2167.0,1,265.09,41.82
2024-07-19,自然搜索,华东,服饰,沉睡唤醒,70,2,532.12,1,252.06,28.28
2024-05-02,付费广告,华东,办公,新客,97,2,400.03,0,0.0,271.54
2024-03-04,内容种草,华南,数码,新客,57,3,2218.84,0,0.0,61.21
2024-12-11,内容种草,西南,家居,新客,96,5,1467.44,0,0.0,99.09
2025-02-05,付费广告,华南,家居,新客,97,2,607.77,0,0.0,257.39
2024-12-23,自然搜索,华南,数码,新客,122,4,2275.6,0,0.0,53.24
2025-03-28,自然搜索,华南,服饰,新客,82,3,744.43,0,0.0,36.92
2025-02-22,内容种草,华东,数码,新客,69,6,4175.65,0,0.0,67.39
2024-07-05,自然搜索,华东,办公,活跃客,59,3,916.86,0,0.0,25.55
2024-05-01,内容种草,华南,家居,新客,55,2,557.02,0,0.0,57.11
2025-06-23,自然搜索,华东,服饰,活跃客,81,4,1348.59,1,335.76,32.05
2025-02-17,付费广告,华东,家居,新客,108,3,983.44,1,322.07,308.22
2024-09-06,付费广告,华东,办公,活跃客,84,5,1489.97,0,0.0,224.72
2025-04-02,内容种草,西南,办公,活跃客,91,7,1649.45,0,0.0,98.99
2024-01-23,自然搜索,华东,家居,活跃客,56,6,1868.71,1,295.81,24.64
2024-08-22,自然搜索,华南,办公,活跃客,71,2,533.1,0,0.0,29.55
2024-06-02,自然搜索,华东,数码,新客,59,3,1683.24,0,0.0,23.53
2024-04-01,付费广告,西南,服饰,新客,80,3,1030.31,1,306.16,235.34
2025-06-17,自然搜索,华南,数码,新客,123,6,3586.67,0,0.0,52.99
2024-04-11,内容种草,华东,食品,活跃客,47,2,274.43,0,0.0,51.08
2024-08-19,自然搜索,华南,家居,新客,77,4,1166.95,0,0.0,32.96
2024-12-20,转介绍,华东,办公,活跃客,74,1,293.22,0,0.0,43.43
2025-01-21,自然搜索,华东,服饰,高价值客,94,2,757.34,0,0.0,39.86
2025-04-30,内容种草,华东,服饰,高价值客,92,8,3989.37,1,484.63,91.42
2025-03-20,内容种草,华东,家居,高价值客,76,4,2381.85,0,0.0,76.0
2024-07-31,转介绍,华北,办公,活跃客,44,7,1737.13,0,0.0,27.48
2024-03-20,自然搜索,华南,家居,高价值客,74,6,2913.56,0,0.0,29.5
2024-12-08,付费广告,华北,数码,活跃客,146,7,6408.6,1,799.29,392.16
2024-01-25,自然搜索,华南,食品,活跃客,54,4,840.91,0,0.0,23.9
2024-08-24,付费广告,华北,数码,沉睡唤醒,85,2,1191.56,0,0.0,242.2
2024-06-22,付费广告,华北,服饰,活跃客,94,5,1618.02,0,0.0,277.05
2024-09-24,付费广告,西南,数码,活跃客,108,5,4025.32,0,0.0,307.29
2024-09-03,内容种草,华东,办公,新客,78,1,240.84,0,0.0,77.57
2024-04-19,内容种草,华南,办公,新客,56,2,387.25,0,0.0,61.05
2024-12-25,内容种草,西南,办公,活跃客,111,7,1838.09,0,0.0,125.66
2025-02-21,自然搜索,华东,数码,沉睡唤醒,103,3,1962.92,0,0.0,43.1
2025-04-04,自然搜索,华南,家居,活跃客,100,8,2906.01,1,291.97,41.41
2024-07-24,内容种草,西南,家居,沉睡唤醒,61,3,1097.23,0,0.0,63.47
2024-02-20,自然搜索,华东,家居,新客,73,4,1183.09,0,0.0,28.92
2024-11-22,付费广告,华北,服饰,新客,126,6,1668.2,0,0.0,334.79
2025-03-11,内容种草,华南,家居,沉睡唤醒,104,3,941.05,0,0.0,107.83
2025-06-03,内容种草,华北,办公,活跃客,113,6,1848.9,0,0.0,125.25
2024-08-30,内容种草,华东,数码,活跃客,65,5,3578.16,1,649.55,66.84
2024-07-23,转介绍,华南,家居,活跃客,46,3,1427.04,0,0.0,27.45
2025-01-15,内容种草,华东,服饰,新客,65,2,512.36,0,0.0,67.32
2024-04-04,自然搜索,华南,服饰,新客,66,4,1263.62,1,277.51,27.28
2024-09-30,内容种草,华北,家居,活跃客,66,1,413.98,0,0.0,72.27
2024-01-18,付费广告,西南,家居,新客,75,2,683.64,0,0.0,227.47
2024-11-03,自然搜索,西南,服饰,活跃客,98,8,2740.21,0,0.0,43.61
2024-03-25,付费广告,华东,办公,活跃客,86,6,1421.6,1,205.2,228.67
2024-10-07,付费广告,华东,办公,沉睡唤醒,89,1,194.3,0,0.0,252.67
2025-02-05,内容种草,西南,办公,活跃客,64,7,1984.86,0,0.0,72.14
2025-01-27,转介绍,西南,服饰,沉睡唤醒,56,3,909.75,0,0.0,33.84
2024-05-19,自然搜索,华南,家居,活跃客,76,5,2282.03,0,0.0,29.39
2025-05-26,付费广告,华北,服饰,沉睡唤醒,91,2,613.05,1,226.93,364.9
2024-03-28,付费广告,华东,家居,活跃客,85,2,801.9,0,0.0,226.45
2024-07-10,自然搜索,西南,数码,新客,79,3,2305.25,0,0.0,34.81
2025-02-23,付费广告,华南,数码,活跃客,79,5,4081.35,0,0.0,239.24
2025-04-02,自然搜索,华北,家居,活跃客,93,4,1282.89,0,0.0,38.89
2025-02-01,付费广告,华东,家居,活跃客,90,4,1275.1,0,0.0,246.72
2024-04-10,自然搜索,华北,家居,高价值客,77,2,1131.36,0,0.0,33.38
2024-10-07,付费广告,西南,食品,新客,86,4,489.43,0,0.0,263.37
2024-05-02,转介绍,华南,服饰,活跃客,51,2,730.16,0,0.0,29.18
2025-02-14,转介绍,西南,服饰,新客,64,6,1649.69,0,0.0,39.87
2024-02-29,转介绍,西南,食品,新客,62,6,802.11,0,0.0,33.56
2024-04-12,自然搜索,华南,数码,活跃客,70,5,3950.5,0,0.0,30.75
2024-01-01,自然搜索,华东,办公,沉睡唤醒,59,3,594.18,0,0.0,24.89
2024-03-04,付费广告,华北,食品,沉睡唤醒,71,3,368.16,0,0.0,200.04
2025-02-13,内容种草,华南,家居,新客,59,1,294.76,0,0.0,57.32
2024-05-21,内容种草,华东,数码,高价值客,67,8,7227.4,2,1469.18,68.93
2024-08-16,转介绍,华南,服饰,活跃客,54,6,1595.78,1,213.99,33.32
2025-02-03,付费广告,华东,办公,活跃客,105,3,938.33,0,0.0,281.52
2024-11-20,自然搜索,华东,服饰,新客,126,6,1647.1,1,238.42,56.35
2024-08-14,转介绍,华南,数码,新客,49,2,1406.95,0,0.0,29.51
2024-07-18,转介绍,华南,家居,新客,44,0,0.0,0,0.0,24.68
2024-01-25,内容种草,西南,数码,沉睡唤醒,49,2,1252.12,0,0.0,52.52
2024-07-09,内容种草,华东,食品,活跃客,61,6,841.76,0,0.0,67.4
2025-06-28,付费广告,华南,数码,沉睡唤醒,114,0,0.0,0,0.0,417.31
2024-01-25,内容种草,华南,食品,高价值客,49,6,1062.54,0,0.0,51.72
2024-01-19,付费广告,华北,办公,活跃客,79,3,940.71,0,0.0,216.76
2024-06-14,付费广告,华东,家居,活跃客,80,6,2660.39,0,0.0,230.71
2024-07-15,转介绍,华南,食品,活跃客,56,4,642.36,0,0.0,34.08
2025-01-15,转介绍,华北,办公,高价值客,49,2,702.95,0,0.0,28.33
2025-06-05,内容种草,华东,数码,新客,100,1,616.38,0,0.0,109.89
2024-12-09,自然搜索,华北,家居,新客,112,4,1442.23,1,353.11,44.75
2024-08-18,付费广告,西南,食品,新客,84,2,302.29,0,0.0,221.4
2025-06-03,内容种草,华东,食品,新客,99,5,571.57,0,0.0,101.24
2025-06-08,付费广告,华北,数码,沉睡唤醒,106,0,0.0,0,0.0,446.26
2024-12-08,自然搜索,华北,服饰,新客,91,5,1380.57,1,273.37,36.34
2024-10-29,付费广告,华北,食品,活跃客,97,3,556.4,0,0.0,257.02
2024-03-01,自然搜索,华北,食品,新客,79,3,376.43,0,0.0,34.72
2025-04-22,付费广告,华北,服饰,新客,85,6,1781.37,1,232.81,333.12
2024-05-29,内容种草,华东,家居,沉睡唤醒,74,2,599.29,0,0.0,74.63
2024-03-06,自然搜索,华南,办公,新客,74,2,520.77,0,0.0,32.31
2024-05-12,转介绍,西南,食品,新客,54,5,596.77,0,0.0,30.44
2025-03-28,自然搜索,西南,办公,沉睡唤醒,102,5,951.75,0,0.0,40.56
2024-12-01,内容种草,华东,办公,沉睡唤醒,108,5,1078.5,0,0.0,116.91
2024-12-27,付费广告,华东,食品,高价值客,122,13,2359.44,0,0.0,368.34
2025-05-03,自然搜索,华东,家居,活跃客,88,4,1807.86,0,0.0,35.83
2024-03-30,付费广告,华北,数码,高价值客,80,5,5945.22,0,0.0,215.59
2024-07-22,自然搜索,华东,食品,新客,77,2,245.78,0,0.0,30.21
2025-05-14,内容种草,华东,食品,沉睡唤醒,112,3,356.28,1,110.79,115.48
2025-02-13,自然搜索,华东,办公,高价值客,86,11,4705.96,0,0.0,38.25
2024-11-08,付费广告,华东,服饰,新客,142,5,1170.8,0,0.0,434.61
2024-07-16,自然搜索,华南,家居,活跃客,81,3,1228.59,1,341.01,33.17
2025-03-26,付费广告,华北,服饰,新客,98,4,955.38,0,0.0,274.41
2024-07-06,转介绍,华南,办公,新客,40,2,635.23,0,0.0,21.5
2024-11-21,内容种草,华东,家居,活跃客,89,6,2584.35,0,0.0,94.91
2024-01-24,自然搜索,华南,数码,新客,66,3,1943.63,0,0.0,26.16
2025-05-03,内容种草,华北,家居,新客,107,6,2089.07,0,0.0,105.29
2024-03-17,内容种草,华东,服饰,高价值客,57,6,2627.71,1,395.96,63.05
2025-04-23,自然搜索,西南,食品,新客,82,5,552.7,1,106.35,33.1
2025-06-16,付费广告,华南,办公,沉睡唤醒,111,2,424.43,1,178.85,440.55
2024-07-30,付费广告,华南,办公,沉睡唤醒,106,2,517.76,0,0.0,285.41
2024-09-12,付费广告,华南,食品,新客,92,3,402.24,0,0.0,264.72
2024-10-07,转介绍,华东,办公,高价值客,65,7,3132.08,0,0.0,36.9
2024-07-27,付费广告,华南,服饰,活跃客,73,4,1061.26,0,0.0,205.19
2025-03-01,内容种草,华北,食品,新客,88,2,263.08,0,0.0,90.87
2024-07-27,内容种草,华东,数码,活跃客,56,4,3310.46,1,600.78,57.41
2024-01-16,内容种草,华北,办公,高价值客,57,2,798.75,0,0.0,62.31
2024-02-22,自然搜索,华东,家居,新客,66,1,306.16,0,0.0,27.51
2024-01-06,自然搜索,华南,家居,活跃客,77,6,2269.19,1,304.08,34.78
2024-09-23,内容种草,华南,服饰,新客,70,4,1407.96,0,0.0,71.88
2025-02-22,自然搜索,华南,数码,活跃客,78,10,7492.31,1,618.98,32.92
2024-11-22,付费广告,华东,家居,新客,136,4,1254.19,0,0.0,414.54
2024-08-23,内容种草,华北,食品,活跃客,94,4,644.46,0,0.0,92.68
2024-01-16,内容种草,华东,数码,沉睡唤醒,68,3,1665.89,0,0.0,75.6
2025-03-21,内容种草,西南,办公,新客,80,2,497.04,0,0.0,90.32
2024-06-24,付费广告,华东,数码,沉睡唤醒,111,7,5065.97,0,0.0,305.09
2024-04-22,付费广告,华东,数码,新客,63,1,653.15,0,0.0,171.05
2024-10-20,内容种草,西南,办公,沉睡唤醒,75,4,919.33,0,0.0,83.11
2024-12-19,自然搜索,华南,食品,新客,127,10,1422.35,1,129.99,55.78
2024-12-06,转介绍,西南,食品,活跃客,78,8,1211.4,1,137.93,42.45
2024-03-05,自然搜索,华北,数码,沉睡唤醒,76,2,831.72,1,372.95,33.84
2024-01-15,自然搜索,华南,数码,高价值客,62,4,4425.5,0,0.0,26.55
2025-03-05,内容种草,华北,办公,活跃客,81,3,743.05,0,0.0,79.0
2025-02-20,付费广告,华东,食品,新客,100,3,359.05,0,0.0,267.29
2024-12-19,付费广告,华南,办公,高价值客,145,8,3314.72,0,0.0,389.36
2024-03-28,付费广告,华东,食品,活跃客,80,3,381.23,1,94.51,219.63
2024-12-23,转介绍,华东,数码,沉睡唤醒,82,3,1493.63,0,0.0,50.82
2024-12-03,付费广告,华东,食品,新客,153,5,693.09,0,0.0,446.29
2025-06-12,付费广告,华南,服饰,活跃客,116,3,812.9,1,253.96,461.92
2025-02-22,自然搜索,西南,食品,高价值客,92,9,1432.78,1,129.09,39.0
2025-03-31,自然搜索,华南,服饰,活跃客,75,3,943.98,0,0.0,32.43
2025-06-05,付费广告,华北,家居,新客,100,0,0.0,0,0.0,402.51
2025-05-05,内容种草,华北,家居,新客,88,2,485.71,0,0.0,99.35
2025-03-28,转介绍,华南,服饰,沉睡唤醒,48,0,0.0,0,0.0,26.86
2024-12-23,转介绍,华北,服饰,沉睡唤醒,70,5,1294.04,1,204.83,43.42
2024-06-25,转介绍,华北,食品,活跃客,68,4,590.28,0,0.0,37.02
2024-06-26,自然搜索,西南,家居,活跃客,81,8,2834.57,0,0.0,33.16
2024-06-01,自然搜索,华东,服饰,高价值客,73,4,2120.67,0,0.0,28.86
2024-04-05,内容种草,华南,办公,活跃客,70,0,0.0,0,0.0,77.6
2024-11-05,自然搜索,华东,数码,活跃客,117,7,5095.58,0,0.0,50.82
2024-09-30,转介绍,西南,服饰,沉睡唤醒,47,5,1491.62,1,227.83,28.15
2025-06-29,转介绍,华东,数码,新客,61,1,689.64,0,0.0,33.17
2024-06-22,自然搜索,华南,办公,新客,97,1,230.97,0,0.0,39.0
2025-05-08,自然搜索,西南,家居,活跃客,93,8,3694.06,0,0.0,39.96
2024-01-12,内容种草,华东,家居,活跃客,62,3,1131.85,0,0.0,67.16
2024-03-09,自然搜索,华北,服饰,活跃客,76,4,1240.87,2,560.67,30.31
2025-02-08,付费广告,华东,服饰,活跃客,98,6,2268.0,0,0.0,289.11
2024-03-09,付费广告,华东,家居,活跃客,82,2,746.13,0,0.0,219.62
2025-03-13,内容种草,华北,办公,新客,85,1,263.21,0,0.0,82.99
2025-05-01,内容种草,华南,家居,活跃客,97,7,2449.06,1,298.97,102.83
2025-01-03,付费广告,华东,服饰,新客,96,1,225.05,0,0.0,264.71
2025-05-26,付费广告,西南,数码,活跃客,104,2,1477.29,1,580.57,435.93
2024-08-16,付费广告,华南,数码,新客,84,3,2059.93,0,0.0,258.51
2024-09-21,内容种草,华北,数码,活跃客,56,3,1855.14,0,0.0,56.35
2024-09-26,内容种草,华南,家居,新客,72,3,1024.05,0,0.0,69.99
2024-07-27,付费广告,华南,家居,新客,74,2,576.11,1,274.51,216.11
2025-05-12,内容种草,华东,家居,活跃客,82,5,2342.8,0,0.0,88.39
2025-01-16,付费广告,华南,办公,沉睡唤醒,102,1,249.01,0,0.0,281.32
2024-02-29,内容种草,华东,数码,活跃客,72,1,800.37,0,0.0,72.31
2024-09-29,自然搜索,华东,食品,沉睡唤醒,101,0,0.0,0,0.0,41.21
2025-06-04,付费广告,华南,家居,新客,125,3,1213.33,1,389.18,498.21
2024-01-15,自然搜索,华南,家居,新客,64,1,323.73,0,0.0,26.89
2024-05-09,内容种草,西南,数码,新客,67,5,2497.73,1,366.76,72.82
2024-04-07,自然搜索,华南,服饰,活跃客,71,2,696.51,0,0.0,31.43
2024-11-01,自然搜索,华东,办公,新客,114,4,1090.93,0,0.0,44.51
2025-06-23,内容种草,西南,办公,新客,86,2,423.43,0,0.0,87.27
2024-06-28,自然搜索,华北,服饰,新客,88,5,1331.87,0,0.0,34.81
2025-04-16,付费广告,华东,服饰,活跃客,107,2,690.58,0,0.0,398.43
2024-12-11,自然搜索,华南,办公,沉睡唤醒,98,4,1102.55,0,0.0,43.31
2024-11-23,内容种草,华东,数码,高价值客,103,5,4616.62,0,0.0,115.08
2024-08-18,转介绍,华东,办公,新客,71,3,638.81,0,0.0,40.65
2025-03-08,付费广告,华东,食品,活跃客,102,3,636.08,0,0.0,282.76
2024-07-18,自然搜索,西南,数码,活跃客,83,6,4123.33,0,0.0,35.35
2024-11-28,付费广告,华东,办公,活跃客,137,2,522.9,0,0.0,391.55
2024-05-17,付费广告,华南,服饰,活跃客,80,3,1359.89,0,0.0,228.39
2024-02-24,内容种草,华北,数码,沉睡唤醒,70,0,0.0,0,0.0,75.5
2024-05-31,付费广告,华东,食品,活跃客,72,2,244.86,0,0.0,203.79
2024-07-13,内容种草,华南,家居,活跃客,53,1,343.72,1,328.67,51.49
2024-01-03,自然搜索,华东,家居,高价值客,67,4,2126.46,0,0.0,29.48
2024-02-20,付费广告,华北,数码,沉睡唤醒,91,4,2239.42,0,0.0,248.2
2024-10-30,转介绍,华南,家居,活跃客,56,7,4044.7,1,434.33,34.89
